ID,POINT_X,POINT_Y
17613,-81.02797000000,36.53852500000
17653,-81.14500000000,36.37505000000
17723,-81.19583333330,36.27083333330
17760,-81.50555585430,36.16546485210
17887,-81.11074168000,37.43356915000
17934,-81.44183000000,36.86658500000
18049,-81.89583333330,36.85416666670
18099,-81.14499664000,36.37504959000
18107,-81.18270000000,36.55130000000
18113,-81.19583333330,36.57083333330
18177,-81.62167000000,36.26444000000
18203,-80.73833000000,37.20639000000
18330,-81.50555585430,36.16546485210
18346,-80.87916666670,37.15416666670
18419,-80.62124000000,37.30560000000
18555,-80.62123871000,37.30559921000
18579,-81.38750000000,36.51250000000
18663,-81.51250000000,36.43750000000
18669,-80.96540680280,36.65733552060
18673,-81.78639000000,36.21667000000
18713,-81.82162000000,36.23943000000
18841,-81.77823000000,36.20904000000
18883,-80.97960000000,37.18300000000
18942,-81.30750000000,36.60417000000
18947,-81.53851000000,36.94639000000
18989,-81.04667000000,36.98639000000
19053,-80.71250000000,36.36250000000
19112,-81.92302759000,36.81911200000
19113,-81.50555585430,36.16546485210
19141,-81.82348300000,36.23840000000
19159,-81.45639000000,36.98222400000
19226,-80.88709932000,36.93913101000
19258,-81.83750000000,36.29583333330
19318,-81.82349000000,36.23840000000
19339,-81.50416666670,37.36250000000
19347,-81.82320000000,36.23860000000
19349,-81.77083333330,36.21250000000
19428,-80.88702000000,36.93948000000
19521,-81.50416666670,37.36250000000
19547,-81.11092979000,37.43345226000
19579,-81.42138000000,36.53484000000
19580,-81.74559000000,36.17197000000
19583,-81.40778000000,36.39444000000
19594,-81.32648000000,36.46948000000
19609,-81.21695000000,36.55748000000
19698,-80.88674727000,36.93956655000
19776,-81.42310000000,36.31696000000
19781,-81.40704000000,36.41292000000
19816,-81.78750000000,36.22083333330
19826,-81.18270111000,36.55130005000
19856,-80.88709932000,36.93913101000
19886,-80.88709932000,36.93913101000
19911,-81.18250275000,36.55139923000
19917,-81.04511000000,36.67099000000
19949,-81.87083333330,37.24583333330
19951,-81.44183300000,36.86658300000
19959,-81.61379000000,36.44322000000
20004,-81.82163239000,36.23942947000
20083,-80.88709932000,36.93913101000
20188,-81.62610000000,36.42944700000
20281,-81.40998077000,36.51868057000
20614,-81.30750000000,36.60417000000
20665,-81.13611000000,36.21915000000
20687,-81.62083333330,36.81250000000
20718,-81.82152000000,36.23952000000
20724,-81.62083333330,36.81250000000
20779,-81.66112000000,36.24192000000
20816,-81.49583333330,36.48750000000
20980,-81.74606978000,36.89689563000
21031,-81.09485000000,36.29365000000
21144,-80.86063361000,37.37289686000
21163,-81.40416666670,36.41250000000
21168,-81.67445000000,36.91714000000
21214,-81.82348000000,36.23840000000
21220,-81.19583333330,36.27083333330
21244,-81.30750000000,36.60417000000
21258,-81.39537000000,36.12816000000
21343,-81.02796936000,36.53852463000
21397,-81.77822876000,36.20904160000
21472,-81.82161713000,36.23942947000
21482,-81.62083333330,36.81250000000
21646,-81.32027000000,36.62639000000
21675,-81.90793143490,36.19367615900
21737,-81.80416666670,37.03750000000
21739,-80.81250000000,36.45416666670
21741,-81.49583333330,36.48750000000
21751,-81.10423279000,36.56817245000
21761,-81.33667000000,36.47361000000
21789,-81.27604000000,36.28988000000
21847,-81.50551197430,36.16546668210
21851,-81.32071000000,36.49678000000
21964,-80.77083333330,37.17083333330
21966,-80.90416666670,37.17916666670
22042,-81.42310333000,36.31695938000
22182,-81.77083333330,36.21250000000
22310,-81.66112000000,36.24192000000
22388,-81.27604000000,36.28988000000
22395,-81.32648000000,36.46948000000
22451,-81.63987000000,36.22055000000
22464,-81.90793143490,36.19367615900
22491,-81.92420000000,36.82738300000
22653,-81.11049000000,37.43357000000
22719,-81.50555585430,36.16546485210
22857,-81.13610840000,36.21916580000
22876,-81.09485000000,36.29365000000
22920,-81.80416666670,36.64583333330
23007,-81.64983000000,36.20112000000
23146,-81.40707000000,36.41296000000
23193,-81.35552000000,36.55229000000
23260,-81.03750000000,36.50416666670
23275,-81.21695000000,36.55748000000
23276,-80.71250000000,36.36250000000
23335,-80.86043611000,37.37301944000
23439,-81.09485000000,36.29365000000
23499,-80.87257000000,36.43434000000
23527,-81.18179321000,36.55176544000
23529,-81.04500000000,36.67138889000
23783,-81.15049744000,36.56890106000
23808,-81.11684000000,36.47592000000
23906,-81.51250000000,36.43750000000
23944,-81.77820000000,36.20911000000
23949,-81.82319641000,36.23860168000
23950,-81.62083333330,36.81250000000
24047,-81.53470000000,37.36280000000
24059,-80.62722222000,36.78777778000
24166,-81.40437000000,36.34554000000
24407,-81.04666667000,36.98638889000
24408,-80.83477000000,36.33679000000
24448,-81.81358000000,36.25296000000
24472,-81.62172000000,36.42068000000
24484,-81.65416666670,36.27083333330
24497,-81.32058716000,36.49674988000
24524,-81.42863000000,36.40918000000
24571,-81.86250000000,36.27916666670
24597,-81.45638889000,36.98222222000
24772,-81.17194444000,37.05472222000
24828,-81.80556000000,36.66278000000
24829,-81.80556000000,36.66278000000
24842,-81.64027000000,36.22083000000
24854,-80.60167000000,37.26556000000
24857,-81.32027000000,36.62639000000
24863,-80.73833000000,37.20639000000
24874,-81.78639000000,36.21667000000
25008,-80.69300000000,36.26790000000
25067,-81.33373523180,36.16364214130
25093,-80.62621307000,36.46234894000
25446,-80.95860000000,36.23233000000
25676,-81.33373523180,36.16364214130
25774,-80.69300079000,36.26789856000
25786,-80.67625000000,36.09716000000
25819,-81.33373523180,36.16364214130
25840,-80.67625000000,36.09716000000
25856,-80.62621000000,36.46235000000
25861,-81.33373523180,36.16364214130
29666,-81.67445000000,36.91714000000
31251,-81.92302759000,36.81911200000
33258,-80.88709932000,36.93913101000
36431,-81.74606978000,36.89689563000
39677,-81.62083333330,36.81250000000
40868,-81.62083333330,36.81250000000
41503,-80.66583333000,36.71972222000
41770,-81.40704000000,36.41292000000
41861,-80.65492000000,37.06613500000
42129,-81.74583333330,36.17083333330
42587,-81.74583333330,36.17083333330
42748,-80.66583000000,36.71972300000
44700,-80.88709932000,36.93913101000
44703,-80.88702000000,36.93948000000
44840,-80.87508400000,37.47345400000
45215,-81.35245500000,36.07456600000
45492,-80.88709932000,36.93913101000
45684,-80.66572000000,36.71994000000
45817,-81.35245514000,36.07456589000
45970,-81.40707000000,36.41296000000
46482,-81.84583333330,36.25416666670
46487,-81.39537000000,36.12816000000
46527,-81.84583333330,36.25416666670
46538,-81.14271000000,36.14897000000
46597,-80.74262000000,36.46205000000
46616,-80.71062000000,36.52731000000
46651,-81.30206000000,36.14745300000
46699,-80.81250000000,36.45416666670
46772,-80.97759000000,36.07904000000
46776,-81.35923767000,36.11041641000
46832,-81.83174000000,36.24400000000
46874,-80.61250000000,36.48750000000
46898,-80.95860000000,36.23233000000
47005,-81.35924000000,36.11041600000
47059,-80.61250000000,36.48750000000
47168,-80.76821000000,36.30144000000
47240,-80.62950000000,36.13688000000
47344,-80.71060000000,36.52719000000
47389,-80.68750000000,36.34583333330
47410,-81.20416666670,36.21250000000
47417,-81.13611000000,36.21915000000
47460,-80.68750000000,36.34583333330
47503,-80.71060000000,36.52719000000
47575,-80.71061707000,36.52730942000
47586,-80.67625000000,36.09716000000
47587,-80.62950000000,36.13688000000
47602,-81.20416666670,36.21250000000
47682,-81.83174133000,36.24399948000
47722,-81.69583333330,36.05416666670
47731,-81.33373523180,36.16364214130
47789,-80.71060000000,36.52719000000
47810,-80.62812000000,36.56540300000
47849,-81.09485000000,36.29365000000
47853,-80.61250000000,36.48750000000
47861,-80.62812042000,36.56540298000
47918,-80.67625000000,36.09716000000
48242,-80.65590626380,37.03929350920
48321,-80.65590626380,37.03929350920
48710,-80.64514000000,37.31543000000
78908,-81.57760000000,37.12210000000
78921,-81.35551500000,36.55229000000
78939,-81.78639000000,36.21667000000
79003,-81.38750000000,36.66250000000
79028,-81.42144775000,36.53479385000
79133,-81.19583333330,36.27083333330
79144,-81.35245500000,36.07456600000
79195,-81.30334000000,36.18333400000
79198,-81.43972000000,36.31556000000
79293,-81.78639000000,36.21667000000
79305,-80.60167000000,37.26556000000
79353,-81.82156000000,36.23951000000
79370,-81.62022400000,36.41144600000
79384,-81.65998077000,36.48025131000
79543,-81.35277600000,36.07444400000
79659,-81.51764000000,36.57678000000
79692,-81.62610000000,36.42944700000
79762,-81.78639000000,36.21667000000
79792,-81.39528000000,36.12805600000
79857,-81.32166000000,36.62917000000
79881,-81.04667000000,36.98639000000
79937,-81.74550000000,36.19440000000
79978,-80.62750000000,36.78777700000
79982,-81.39527893000,36.12805557000
80001,-81.76929500000,36.28920000000
80011,-80.68750000000,36.34583333330
80041,-81.49040000000,36.94788000000
80048,-80.62812000000,36.56540300000
80092,-81.35923767000,36.11041641000
80107,-81.65998000000,36.48025000000
80151,-81.74606978000,36.89689563000
80214,-81.77823000000,36.20904000000
80228,-81.18270111000,36.55130005000
80260,-81.53470000000,37.36280000000
80282,-80.88750000000,36.57916666670
80394,-81.38813782000,36.62507248000
80436,-80.67617035000,36.51213837000
80440,-80.66386000000,36.53823000000
80461,-81.30315122000,36.18346492000
80472,-81.38059000000,36.12420700000
80495,-81.49583333330,36.48750000000
80582,-81.74583333330,36.19583333330
80638,-81.74408000000,36.16632000000
80706,-81.64005000000,36.22079000000
80711,-81.40998077000,36.51868057000
80746,-81.30334000000,36.18333400000
80750,-81.35277557000,36.07444382000
80755,-81.35820770000,36.21323013000
80773,-81.53184000000,36.08679600000
80878,-81.38750000000,36.66250000000
80968,-80.62621000000,36.46235000000
81261,-81.64954771000,36.20123938000
81276,-81.21669769000,36.55739975000
81371,-81.32430000000,36.42200000000
81377,-81.78639000000,36.21667000000
81386,-80.86141000000,37.37226000000
81404,-80.71061707000,36.52730942000
81463,-81.84333000000,36.98888800000
81606,-81.30333710000,36.18333435000
81664,-81.74590000000,36.17350000000
81675,-81.27527600000,36.28972200000
81684,-81.69583333330,36.05416666670
81741,-81.46555000000,36.31278000000
81787,-81.90793143490,36.19367615900
81805,-81.11111500000,37.43333400000
81806,-81.40444000000,36.34563000000
81826,-81.74546814000,36.19419479000
81880,-81.33373523180,36.16364214130
81889,-81.64027000000,36.22083000000
81914,-81.20070000000,36.08850000000
81938,-81.50521293430,36.16545104210
81981,-81.30750000000,36.60417000000
81985,-81.74583400000,36.17194400000
82039,-81.78639000000,36.21667000000
82069,-81.32671554000,36.46952509000
82111,-81.40416666670,36.37916666670
82123,-81.74213409000,36.17332077000
82139,-81.40417000000,36.62305000000
82253,-81.32430267000,36.42200089000
82310,-81.61446000000,36.44355000000
82329,-81.82349000000,36.23840000000
82415,-81.53470000000,37.36280000000
82496,-80.68750000000,36.34583333330
82512,-80.66149000000,36.54002000000
82522,-81.74566523000,36.17207215000
82570,-81.03750000000,36.50416666670
82646,-81.45639000000,36.98222400000
82660,-81.47083333330,36.57916666670
82662,-80.74256000000,36.46216600000
82663,-81.26470000000,36.41020000000
82664,-81.52568000000,36.08548400000
82786,-81.64027000000,36.22083000000
82844,-81.00540000000,36.48580000000
82846,-81.51250000000,36.43750000000
82852,-81.42125702000,36.53478622000
82921,-81.40416666670,36.41250000000
82978,-81.53861000000,36.94639000000
82979,-80.62806000000,36.78639000000
83001,-81.81361400000,36.25305600000
83137,-81.81344821000,36.25318185000
83158,-80.81666000000,36.45589000000
83194,-81.90793143490,36.19367615900
83205,-81.33373523180,36.16364214130
83210,-81.46439000000,36.31239000000
83223,-81.40417000000,36.62305000000
83244,-81.44183000000,36.86658500000
83264,-80.62778000000,36.78805500000
83308,-80.88702000000,36.93948000000
83331,-81.80416666670,36.64583333330
83400,-81.42861000000,36.40917000000
83485,-81.27167000000,36.32944500000
83489,-81.35924000000,36.11041600000
83520,-81.32059000000,36.49675000000
83581,-81.81843600000,36.59529000000
83614,-81.27604000000,36.28988000000
83618,-81.65695953000,36.44042206000
83643,-80.62694500000,36.78777700000
83694,-81.27527600000,36.28972200000
83702,-81.65416666670,36.27083333330
83705,-81.39554000000,36.12809800000
83732,-80.81665802000,36.45589066000
83737,-81.33667000000,36.47361000000
83825,-81.33373523180,36.16364214130
83921,-81.89583333330,36.85416666670
83926,-81.64027400000,36.22055400000
83972,-81.04031000000,36.50535000000
84001,-81.68918854170,36.40561398810
84008,-81.89583333330,36.85416666670
84035,-81.92302759000,36.81911200000
84068,-81.78639000000,36.21667000000
84069,-81.63987000000,36.22055000000
84119,-81.64842987000,36.20249557000
84191,-81.83750000000,36.29583333330
84212,-81.43748500000,36.54644000000
84217,-81.42145000000,36.53479400000
84224,-81.53183746000,36.08679581000
84230,-81.28750000000,36.48750000000
84241,-81.38750000000,36.51250000000
84249,-81.25168610000,36.42137909000
84252,-80.88702000000,36.93948000000
84306,-80.62812042000,36.56540298000
84334,-81.51763916000,36.57677841000
84348,-81.33373523180,36.16364214130
84405,-81.88440000000,36.26900000000
84420,-81.57759857000,37.12210083000
84430,-80.62621307000,36.46234894000
84467,-80.61250000000,36.48750000000
84506,-81.66139000000,36.24194300000
84625,-81.00537000000,36.48589000000
84786,-80.62694500000,36.78777700000
84793,-81.64843000000,36.20249600000
84909,-81.65625763000,36.24195862000
84950,-81.74583333330,36.19583333330
84979,-81.32690000000,36.46940000000
85013,-81.90793143490,36.19367615900
85047,-81.46439362000,36.31238937000
85063,-81.80556000000,36.66278000000
85120,-81.50551185430,36.16546485210
85192,-81.82156372000,36.23950958000
85220,-81.15043640000,37.15310669000
85230,-81.62916666670,36.45416666670
85241,-81.74583333330,36.89583333330
85319,-81.76929474000,36.28919983000
85321,-81.32027000000,36.62639000000
85348,-80.95833600000,36.23250000000
85409,-81.86250000000,36.27916666670
85417,-81.35277600000,36.07444400000
85486,-81.21670000000,36.55740000000
85554,-81.80416666670,37.03750000000
85581,-81.64027000000,36.22083000000
85590,-80.71083069000,36.52722168000
85626,-81.44054413000,36.54884338000
85630,-80.62722000000,36.78777700000
85649,-81.64983000000,36.20112000000
85694,-81.42121230000,36.53482197000
85748,-81.80556000000,36.66278000000
85774,-80.60167000000,37.26556000000
85800,-81.42310000000,36.31696000000
85809,-80.62722000000,36.78777700000
85812,-81.82161713000,36.23942947000
85993,-81.38469696000,36.56729507000
86001,-80.62124000000,37.30560000000
86014,-81.27527600000,36.28972200000
86023,-81.62083333330,36.81250000000
86038,-81.53851000000,36.94639000000
86094,-81.83750000000,36.29583333330
86178,-81.00416666670,36.55416666670
86185,-81.81843567000,36.59529114000
86188,-81.80556000000,36.66278000000
86213,-81.39553833000,36.12809753000
86299,-81.07916666670,36.51250000000
86303,-81.65416666670,36.27083333330
86314,-81.04511000000,36.67099000000
86354,-81.66122181000,36.24207151000
86445,-80.66583000000,36.71972300000
86587,-81.13750000000,36.47083333330
86632,-81.78639000000,36.21667000000
86743,-81.68183000000,36.50520300000
86744,-81.38814000000,36.62507200000
86802,-81.15030000000,36.56890000000
86862,-81.65696000000,36.44042200000
86868,-81.87083333330,37.24583333330
86873,-81.50555585430,36.16546485210
86878,-81.74547000000,36.19419500000
86883,-80.71083000000,36.52722000000
86905,-81.82348300000,36.23840000000
86951,-80.70039000000,36.56756200000
86958,-81.50555585430,36.16546485210
86996,-81.32767487000,36.20178986000
87007,-81.32648000000,36.46948000000
87008,-81.77822876000,36.20904160000
87012,-81.51250000000,36.43750000000
87023,-81.65626000000,36.24196000000
87069,-81.11074168000,37.43356915000
87082,-81.07916666670,36.51250000000
87113,-81.69583333330,36.05416666670
87114,-81.78750000000,36.22083333330
87150,-81.69583333330,36.05416666670
87158,-81.30583000000,36.61472000000
87183,-81.69134000000,36.39350500000
87191,-81.68893811620,36.08750000000
87209,-81.40416666670,36.41250000000
87212,-81.74213400000,36.17332000000
87270,-80.74256134000,36.46216583000
87321,-81.88439941000,36.26900101000
87378,-80.62694444000,36.78777778000
87441,-81.38750000000,36.51250000000
87525,-81.82162000000,36.23943000000
87580,-80.70039368000,36.56756210000
87620,-81.52568054000,36.08548355000
87628,-81.42310333000,36.31695938000
87642,-81.42139000000,36.53470000000
87668,-81.00416666670,36.55416666670
87699,-81.66250000000,37.27916666670
87704,-80.71062000000,36.52731000000
87705,-81.21669769000,36.55739975000
87706,-81.04500000000,36.67139000000
87730,-81.28750000000,36.17083333330
87756,-81.50416666670,37.36250000000
87778,-81.15044000000,37.15310700000
87824,-81.33373523180,36.16364214130
87992,-81.57834000000,36.53199400000
88017,-80.60167000000,37.26556000000
88089,-81.64983000000,36.20112000000
88109,-81.33667000000,36.47361000000
88111,-81.32647705000,36.46973038000
88168,-81.21695000000,36.55748000000
88172,-81.90793143490,36.19367615900
88338,-81.35266000000,36.07436000000
88386,-81.89810000000,36.24460000000
88437,-81.00416666670,36.55416666670
88500,-81.42843559000,36.40929434000
88519,-80.71062080000,36.52735331000
88526,-81.00540161000,36.48580170000
88581,-81.35551453000,36.55229187000
88587,-81.89583333330,36.85416666670
88638,-81.74549866000,36.19440079000
88771,-81.50538985430,36.16532185210
88774,-81.63987000000,36.22055000000
88777,-81.66112000000,36.24192000000
88797,-81.00540000000,36.48580000000
88813,-81.30583000000,36.61472000000
88815,-81.30734000000,36.60436000000
88878,-80.67617000000,36.51214000000
88893,-81.19583333330,36.27083333330
88940,-81.82152000000,36.23952000000
88958,-81.40416666670,36.41250000000
89016,-81.74583333330,36.19583333330
89034,-80.66385651000,36.53823090000
89054,-81.30416666670,36.18750000000
89086,-81.03750000000,36.50416666670
89107,-81.35821000000,36.21323000000
89134,-80.88709932000,36.93913101000
89210,-80.66572000000,36.71994000000
89230,-81.40416666670,36.37916666670
89231,-81.92420000000,36.82738000000
89252,-81.35266000000,36.07436000000
89318,-81.30416666670,36.14583333330
89324,-81.39537000000,36.12816000000
89338,-81.35445000000,36.59972000000
89361,-81.61446381000,36.44355011000
89422,-81.74583333330,36.89583333330
89462,-81.42164600000,36.41126300000
89481,-81.62172000000,36.42068000000
89534,-81.64005280000,36.22079086000
89570,-81.05416666670,36.18750000000
89728,-81.32648000000,36.46973000000
89751,-81.50538985430,36.16532185210
89754,-81.00416666670,36.55416666670
89776,-81.78750000000,36.22083333330
89792,-81.03750000000,36.50416666670
89822,-81.27527618000,36.28972244000
89867,-81.50416666670,37.36250000000
89907,-81.80556000000,36.66278000000
89963,-81.78278351000,36.20011902000
90068,-81.77820000000,36.20911000000
90099,-81.40444183000,36.34563065000
90129,-81.15049744000,36.56890106000
90256,-81.64972000000,36.20111000000
90269,-81.25168600000,36.42138000000
90333,-81.62083333330,36.81250000000
90383,-81.21670000000,36.55740000000
90472,-81.32027000000,36.62639000000
90507,-81.52714500000,36.95350300000
90596,-81.44183300000,36.86658300000
90604,-81.46555000000,36.31278000000
90623,-80.95860000000,36.23233000000
90896,-81.40998000000,36.51868000000
90897,-81.21681213000,36.55741882000
91135,-81.51920319000,36.32709885000
91137,-81.78750000000,36.22083333330
91140,-80.86083000000,37.37277600000
91145,-81.28750000000,36.17083333330
91150,-80.68750000000,36.34583333330
91282,-81.30750000000,36.60417000000
91290,-81.89810181000,36.24459839000
91533,-81.44054400000,36.54884300000
91586,-81.82348000000,36.23840000000
91618,-81.90793143490,36.19367615900
91628,-81.33373523180,36.16364214130
91659,-81.30734253000,36.60435867000
91685,-80.61250000000,36.48750000000
91688,-81.27604000000,36.28988000000
91695,-81.61442000000,36.44351600000
91724,-81.51920000000,36.32710000000
91794,-81.40707000000,36.41296000000
91827,-81.49583333330,36.48750000000
91833,-80.95833588000,36.23249817000
91883,-81.49040222000,36.94787979000
91906,-81.49583333330,36.48750000000
91966,-81.02916666670,36.53750000000
91984,-81.50555585430,36.16546485210
91989,-81.18270000000,36.55130000000
92050,-81.05416666670,36.18750000000
92062,-81.61379000000,36.44322000000
92101,-81.84583333330,36.25416666670
92123,-81.24722000000,36.87666700000
92125,-81.32648000000,36.46948000000
92133,-81.67444444000,36.91694444000
92176,-80.62694444000,36.78777778000
92249,-81.43972000000,36.31556000000
92273,-81.27509051000,36.28985256000
92344,-81.57833862000,36.53199387000
92352,-81.69133759000,36.39350510000
92407,-80.88709932000,36.93913101000
92506,-81.67663385420,36.41093206840
92513,-81.35245514000,36.07456589000
92539,-81.35266000000,36.07436000000
92560,-81.40416666670,36.41250000000
92568,-81.35445000000,36.59972000000
92602,-80.88709932000,36.93913101000
92742,-81.43748474000,36.54644012000
92752,-81.15050000000,36.56890000000
92757,-81.00540161000,36.48580170000
92793,-81.89583333330,36.85416666670
92876,-81.42126000000,36.53478600000
92913,-81.02916666670,36.53750000000
92953,-81.90793143490,36.19367615900
92956,-81.66250000000,37.27916666670
92984,-81.30750000000,36.60417000000
92995,-81.78750000000,36.22083333330
93081,-81.66112000000,36.24192000000
93109,-81.50555585430,36.16546485210
93156,-81.78639000000,36.21667000000
93302,-80.62722222000,36.78777778000
93319,-80.62694444000,36.78777778000
93346,-81.62083333330,36.81250000000
93355,-80.66149139000,36.54001999000
93380,-81.06163788000,36.39922714000
93429,-80.71083000000,36.52722000000
93461,-81.06164000000,36.39922700000
93475,-81.32166000000,36.62917000000
93490,-81.78278000000,36.20012000000
93496,-81.86250000000,36.27916666670
93502,-81.38750000000,36.51250000000
93523,-81.33373523180,36.16364214130
93552,-81.35552000000,36.55229000000
93637,-81.15029907000,36.56890106000
93663,-81.52714539000,36.95350266000
93677,-80.62722222000,36.78777778000
93689,-81.11092979000,37.43345226000
93696,-81.04500000000,36.67138889000
93734,-81.83750000000,36.29583333330
93752,-81.89583333330,36.25416666670
93772,-80.88750000000,36.57916666670
93808,-81.62167000000,36.26444000000
93883,-81.68918854170,36.40561398810
93900,-81.21695000000,36.55748000000
93978,-81.67445000000,36.91714000000
93993,-81.20069885000,36.08850098000
94013,-81.00416666670,36.55416666670
94091,-81.30416666670,36.18750000000
94107,-81.64027000000,36.22083000000
94115,-81.46540000000,36.31280000000
94263,-81.32027000000,36.62639000000
94322,-81.86250000000,36.27916666670
94334,-81.33373523180,36.16364214130
94337,-80.68750000000,36.34583333330
94355,-81.68183136000,36.50520325000
94451,-80.66583333000,36.71972222000
94499,-80.88709932000,36.93913101000
94542,-81.42164612000,36.41126251000
94574,-81.45638889000,36.98222222000
94599,-81.50521293430,36.16545104210
94608,-81.77083333330,36.21250000000
94648,-81.50551197430,36.16546668210
94667,-81.24722222000,36.87666667000
94717,-81.40416666670,36.41250000000
94727,-81.51250000000,36.43750000000
94783,-81.30750000000,36.60417000000
94841,-80.62722222000,36.78777778000
94853,-81.74510820000,36.16734959000
95006,-81.34551239000,36.20949936000
95044,-81.64010264000,36.22068275000
95056,-81.81358000000,36.25296000000
95071,-81.90793143490,36.19367615900
95126,-81.62916666670,36.45416666670
95151,-80.71060000000,36.52719000000
95158,-81.63226318000,36.43245316000
95276,-81.49583333330,36.48750000000
95284,-81.42138000000,36.53484000000
95302,-81.84583333330,36.25416666670
95363,-81.38059235000,36.12420654000
95366,-81.47083333330,36.57916666670
95376,-81.27604000000,36.28988000000
95391,-80.86043611000,37.37301944000
95397,-80.71060000000,36.52719000000
95402,-80.73833000000,37.20639000000
95488,-80.62123871000,37.30559921000
95533,-81.84333333000,36.98888889000
95540,-81.67444444000,36.91694444000
95542,-81.38750000000,36.51250000000
95560,-81.40437000000,36.34554000000
95595,-81.62609863000,36.42944717000
95599,-81.68893811620,36.08750000000
95640,-81.28750000000,36.48750000000
95649,-81.63226000000,36.43245300000
95661,-81.65416666670,36.27083333330
95693,-80.86063361000,37.37289686000
95696,-81.74559000000,36.17197000000
95699,-81.46540070000,36.31280136000
95783,-81.77083333330,36.21250000000
95799,-81.04666667000,36.98638889000
95813,-81.11684000000,36.47592000000
95828,-81.67663385420,36.41093206840
95895,-80.61250000000,36.48750000000
95898,-80.62694444000,36.78777778000
95944,-81.04031372000,36.50534821000
95959,-81.32071000000,36.49678000000
95971,-81.21681000000,36.55742000000
96001,-81.77820000000,36.20911000000
96020,-81.30416666670,36.14583333330
96058,-81.42863000000,36.40918000000
96081,-81.27509051000,36.28985256000
96131,-81.03750000000,36.50416666670
96149,-81.74583333330,36.19583333330
96152,-81.74407959000,36.16632080000
96225,-81.62022400000,36.41144562000
96254,-81.32058716000,36.49674988000
96260,-80.73833000000,37.20639000000
96322,-81.42138000000,36.53484000000
96336,-81.87083333330,37.24583333330
96366,-80.68750000000,36.34583333330
96369,-81.74590302000,36.17350006000
96380,-81.27148198000,36.32957445000
96405,-81.86250000000,36.27916666670
96455,-80.62722222000,36.78777778000
96523,-81.90793143490,36.19367615900
96528,-81.89583333330,36.25416666670
96553,-81.27176000000,36.32957000000
96601,-81.92420000000,36.82738300000
96616,-81.13750000000,36.47083333330
96622,-80.88674727000,36.93956655000
97093,-81.43500000000,36.86550000000
97831,-81.52714500000,36.95355200000
98523,-81.43500000000,36.86550000000
98526,-81.52714539000,36.95355225000
99009,-81.62083333330,36.81250000000
100017,-80.87302400000,36.43520700000
101467,-80.87302399000,36.43520737000
114468,-81.38750000000,36.66250000000
114520,-80.62889000000,36.13639000000
114639,-81.32027000000,36.62639000000
114714,-81.14271000000,36.14897000000
114781,-81.64983000000,36.20112000000
114887,-81.77820000000,36.20911000000
115007,-81.06250000000,36.37083333330
115332,-81.46555000000,36.31278000000
115449,-81.80416666670,37.03750000000
115467,-80.73833000000,37.20639000000
115601,-81.34551239000,36.20949936000
115694,-80.97611000000,36.07916600000
115714,-81.64027000000,36.22083000000
115741,-80.62694500000,36.78777700000
115755,-80.71062000000,36.52731000000
115808,-81.14250000000,36.14861300000
115917,-80.66583000000,36.71972300000
115952,-81.45639000000,36.98222400000
116043,-80.76530500000,36.58098600000
116054,-81.04667000000,36.98639000000
